Coupon code,Description,Image,Link,Eligible Credit Cards,Eligible Debit Cards,Non-Payments-Offers
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,AU Bank Altura Plus Credit Card,,
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,AU Zenith Credit Card,,
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,Ixigo AU Travel Credit Card,,
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,AU LIT Credit Card,,
BHARAT500,"1. Use code BHARAT500 to get 5% Discount upto Rs 250 and 5% Cashback upto Rs 250 off on Bus bookings. 
smile2. redBus offer (BHARAT500) applicable for minimum ticket value of Rs 200. 
smile3. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile4. Redbus offer codes have an overall limit of twice per customer email or mobile number. redBus offer is applicable on all channels. 
smile5. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile6. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/images/INDOFFER/BHARAT500/Desktop-NEW.png,https://www.redbus.in/offers/,,,Yes
FIRST,"Use code FIRST to get 10% discount up to Rs 150 + Rs 100 cashback on bus ticket bookings. 
smileOffer available only for first time users.. 
smileOffer is applicable for a minimum ticket value of Rs 200. 
smileOffer is applicable once per customer email or mobile number. 
smileThis offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smileRedbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. redBus offer is applicable on all channels. 
smileredBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smileAll disputes are subject to New Delhi jurisdiction 
",https://st.redbus.in/images/FIRST/first_26th_sep_2022_ravi/tile-274X148.png,https://www.redbus.in/offers/,,,Yes
SUPERHIT,"1. Use code SUPERHIT to get 5% Discount upto Rs 300 off on Andhra Pradesh & Telangana routes. 
smile2. redBus offer (SUPERHIT) applicable for minimum ticket value of Rs 200. 
smile3. Offer valid only for bus ticket bookings. 
smile4. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5. Redbus offer codes have an overall limit of twice per customer email or mobile number. redBus offer is applicable on all channels. 
smile6. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. 
smile7. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile8. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/images/INDOFFER/SUPERHIT/274x148.png,https://www.redbus.in/offers/,,,Yes
CASH300,"1. Use code CASH300 to get 5% Cashback up to Rs. 300 on Karnataka Kerala and Tamil Nadu routes. 
smile2. redBus offer (CASH300) applicable for minimum ticket value of Rs 200. 
smile3. redBus offer is valid only for logged-in selected users who verify their mobile number with OTP (one time password). 
smile4. This offer is not applicable on the RTC operators. 
smile5. Redbus offer codes have an overall limit of twice per customer email or mobile number. redBus offer is applicable on all channels. 
smile6. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. 
smile7. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile8. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/274x147/BUS300.png,https://www.redbus.in/offers/,,,Yes
PRIMODAY,"1. Use code PRIMODAY to get 5% Discount upto Rs 100 and 5% Cashback upto Rs 100 off on selected Primo operators. 
smile2. redBus offer (PRIMODAY) applicable for minimum ticket value of Rs 200. 
smile3.The PRIMODAY offer is applicable for travel on Tuesdays and Wednesdays. 
smile4. redBus offer is valid only for logged-in selected users who verify their mobile number with OTP (one time password). 
smile5. This offer is not applicable on the RTC operators. 
smile6. Redbus offer codes have an overall limit of twice per customer email or mobile number. redBus offer is applicable on all channels. 
smile7. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. 
smile8. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile9.All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
RED500,"smile1. Use code RED500 to get 10% Discount upto Rs.250 and 10% Cashback upto Rs.250 on Bus tickets. 
smile2. Offer available only for first time users. 
smile3. redBus offer (RED500) applicable for minimum ticket value of Rs 200. 
smile4. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5. Redbus offer codes have an overall limit of once per customer email or mobile number. redBus offer is applicable on all channels. 
smile6. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. 
smile7. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile8. All disputes are subject to New Delhi jurisdiction 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
NAMMA101,"smile1. Use code NAMMA101 to get 10% Discount upto Rs 100 on Bangalore-VijayapuraVijayapura-BangaloreBangalore-BagalkotBagalkot-Bangalore Bangalore-BelagaviBelagavi-BangaloreBangalore-HubliHubli-BangaloreBangalore-KalaburagiKalaburagi-BangaloreBangalore-ShivamoggaShivamogga-Bangalore Routes. 
smile2. redBus offer (NAMMA101) applicable for a minimum ticket value of Rs 200. 
smile3. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile4. redBus offer is applicable on all channels. 
smile5. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile6. All disputes are subject to New Delhi jurisdiction 
",https://st.redbus.in/Images/INDOFFER/NAMMA101/Desktop-offer-274_147.png,https://www.redbus.in/offers/,,,Yes
CHARTERED15,"smile1. Use code CHARTERED15 to get 15% up to Rs 300 instant discount on Chartered Bus bookings for Madhya Pradesh routes. 
smile2. redBus offer (CHARTERED15) applicable for minimum ticket value of Rs 200. 
smile3. Offer valid only for bus ticket bookings done. 
smile4. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5. Redbus offer codes have an overall limit of twice per customer email or mobile number. redBus offer is applicable on all channels. 
smile6. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile7. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/Chartered1.png,https://www.redbus.in/offers/,,,Yes
UPSRTC,"smile1. Use code UPSRTC to get 10% discount up to Rs 150 + Rs 100 cashback on bus ticket bookings. 
smile2. Offer available only for first time users on UPSRTC. 
smile3. Offer is applicable for a minimum ticket value of Rs 200. 
smile4. Offer is applicable once per customer email or mobile number. 
smile5. This offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile6. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. redBus offer is applicable on all channels. 
smile7. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile8. All disputes are subject to New Delhi jurisdiction 
",https://st.redbus.in/Images/INDOFFER/UPSRTC/Desktop%20offer-UPSRTC.png,https://www.redbus.in/offers/,,,Yes
UP50,"
smile1.Use code UP50 to get 10% Discount upto Rs 50 on UPSRTC bookings. 
smile2. redBus offer (UP50) applicable for minimum ticket value of Rs 100. 
smile3.Offer valid only for bus ticket bookings. 
smile4. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5. redBus offer is applicable on all channels. 
smile6. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile7. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/UP50/247x147.png,https://www.redbus.in/offers/,,,Yes
KSRTC,"smile1. Use code KSRTC to get 10% discount up to Rs 150 + Rs 100 cashback on KSRTC(Kerala) bus ticket bookings. 
smile2. Offer available only for first time users on KSRTC(Kerala) buses. 
smile3. Offer is applicable for a minimum ticket value of Rs 200. 
smile4. Offer is applicable once per customer email or mobile number. 
smile5. This offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile6. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. redBus offer is applicable on all channels. 
smile7. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile8. All disputes are subject to New Delhi jurisdiction 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
INTRCITY,"What is the Offer 

smile1. Use code INTRCITY to get 10% Discount up to Rs 50 on IntrCity SmartBus operator. 
smile2. redBus offer (INTRCITY) applicable for minimum ticket value of Rs 300. 
smile3. Offer valid only for bus ticket bookings. 
smile4. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5.Redbus offer is applicable on all channels. 
smile6. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile7. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/intrcity/274X148.png,https://www.redbus.in/offers/,,,Yes
,"What is the Offer 

smile1. Use code RKTBUS to get 10% up to Rs 100 instant discount on RAJ KALPANA TRAVELS bookings. 
smile2. redBus offer (RKTBUS) applicable for minimum ticket value of Rs 200. 
smile3. Offer valid only for bus ticket bookings. 
smile4. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5. Redbus offer codes have an overall limit of once per customer email or mobile number. redBus offer is applicable on all channels. 
smile6. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile7. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/RKTBUS/Desktop%20 Detail%20page%20274x147.png,https://www.redbus.in/offers/,,,Yes
GSRTC50,"smile1. Use code GSRTC50 to get 10% up to Rs 50 Cashback on GSRTC bus ticket bookings. 
smile2. Offer is applicable for a minimum ticket value of Rs 200. 
smile3. Offer is applicable once per customer email or mobile number. 
smile4. This offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile6. All disputes are subject to New Delhi jurisdiction 
smile7. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. 
",https://st.redbus.in/Images/INDOFFER/GSRTC/274x147%20(1).png,https://www.redbus.in/offers/,,,Yes
TGSRTC,"smile1. Use code TGSRTC to get 10% upto 150 Discount and Flat Rs.100 cashback on TGSRTC services. 
smile2. redBus offer (TGSRTC) applicable for minimum ticket value of Rs 200. 
smile3. Offer available only for first time users. 
smile4. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5. Redbus offer codes have an overall limit of once per customer email or mobile number. redBus offer is applicable on all channels. 
smile6. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. 
smile7. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile8. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
TGSRTC10,"What is the Offer 

smile1. Use code TGSRTC10 to get a 10% cashback up to Rs 150 on bus ticket bookings. Offer available only for existing users on TGSRTC. 
smile2. Offer is applicable for a minimum ticket value of Rs 200. 
smile3. Offer is applicable once per customer email or mobile number. 
smile4. This offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5. Redbus Cashback will be credited to redBus wallet within 48 working hours after the date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. redBus offer is applicable on all channels. 
smile6. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile7. All disputes are subject to New Delhi jurisdiction 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
OSRTC,"What is the Offer 

smile1. Use code OSRTC to get 10% discount up to Rs 150 + Rs 100 cashback on OSRTC bus ticket bookings. 
smile2. Offer available only for first time users on OSRTC buses. 
smile3. Offer is applicable for a minimum ticket value of Rs 200. 
smile4. Offer is applicable once per customer email or mobile number. 
smile5. This offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile6. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. redBus offer is applicable on all channels. 
smile7. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile8. All disputes are subject to New Delhi jurisdiction 
",https://st.redbus.in/Images/INDOFFER/OSRTC/Desktop-Detail-page-274x147-RB.png,https://www.redbus.in/offers/,,,Yes
BHARATHI10,"What is the Offer 

smile1. Use code BHARATHI10 to get 10% up to Rs 100 instant discount on Bharathi Travels bookings. 
smile2. redBus offer (BHARATHI10) applicable for minimum ticket value of Rs 300. 
smile3. Offer valid only for bus ticket bookings. 
smile4. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile5. Redbus offer codes have an overall limit of once per customer email or mobile number. redBus offer is applicable on all channels. 
smile6. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile7. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
OSRTC50,"smile1. Use code OSRTC50 to get 10% cashback upto Rs 50 on OSRTC bus ticket bookings. 
smile2. Offer available only on OSRTC buses. 
smile3. Offer is applicable for a minimum ticket value of Rs 200. 
smile4. Offer is applicable once per customer email or mobile number. 
smile5. This offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile6. Redbus Cashback will be credited to redBus wallet within 48 working hours after date of journey. The offer cash is valid for 6 months from the day it is credited into the wallet after which it will expire and cannot be used. redBus offer is applicable on all channels. 
smile7. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile8. All disputes are subject to New Delhi jurisdiction 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
NUEGO5,"What is the Offer 

smile1. Use code NUEGO5 to get 5% Discount upto Rs 100 off on Nuego operator. 
smile2. redBus offer (NUEGO5) applicable for minimum ticket value of Rs 100. 
smile3. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile4. RedBus offer is applicable on all channels. 
smile5. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile6. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
SANJAY10,"What is the Offer

smile1. Use code SANJAY10 to get 10% Discount upto Rs 100 off on Sanjay Travels.
smile2. redBus offer (SANJAY10) applicable for minimum ticket value of Rs 100.
smile3. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile4. Redbus offer codes have an overall limit of thrice per customer email or mobile number. redBus offer is applicable on all channels.
smile5. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile6. All disputes are subject to New Delhi jurisdiction.
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
PSR10,"What is the Offer 

smile1. Use code PSR10 to get 10% Discount upto Rs 100 off on PSR Travels 
smile2. redBus offer (PSR10) applicable for minimum ticket value of Rs 300. 
smile3. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile4. redBus offer is applicable on all channels. 
smile5. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile6. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
MAHALAXMI10,"What is the Offer 

smile1. Use code MAHALAXMI10 to get 10% Discount upto Rs 100 off on Mahalaxmi Travels. 
smile2. redBus offer (MAHALAXMI10) applicable for minimum ticket value of Rs 300. 
smile3. redBus offer is valid only for logged-in users who verify their mobile number with OTP (one time password). 
smile4. redBus offer is applicable on all channels. 
smile5. redBus India Pvt Ltd reserves the right to end any or all offers at its discretion without any prior notice. 
smile6. All disputes are subject to New Delhi jurisdiction. 
",https://st.redbus.in/Images/INDOFFER/Sampleimages/274x147.png,https://www.redbus.in/offers/,,,Yes
