Offer,Terms and Conditions,Link,Image,Eligible Credit Cards,Eligible Debit Cards,Non-Payments-Offers
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HPCL BoB ENERGIE,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IRCTC Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,BOB Assure Credit Card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Snapdeal Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bobcard Cashback Credit Card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bank of Baroda ETERNA Credit card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bank of Baroda Premier Credit Card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bank of Baroda EASY Credit Card,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Bobcard Select,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Prime Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,CMA One Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Indian Navy Varunah Premium Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Eterna Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,ICSI Diamond Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Assam Rifles The Sentinel Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,ICAI Exclusive Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Indian Army Yoddha Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Swavlamban Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Unnati Bobcard,,
Bobcard Offer,"Offer Details:

This marketing program (Program) is from BOBCARD under an arrangement with Infiniti Retail Ltd. (Merchant) and is open to all residents of India holding a valid and current BOBCARD Credit Card (Cardholder)
The Validity of the Program (Term) is for 1st Jan 26 to 31st Mar26 unless extended by the Parties and Merchant.


Offer Period: 1st Jan 26 to 31st Mar26.

Proposed Offer Construct for Online (https://www.croma.com):

A) For Full Swipe: 10% instant discount up to Rs 1500 on min purchase of Rs. 10000/-

For EMI: 10% instant discount up to Rs. 2000 on min purchase of Rs. 10000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 10000/-



B) For Full Swipe: Flat Rs 2500 instant discount on min purchase of Rs. 50000/- and above

For EMI: Flat Rs. 3000 instant discount on min purchase of Rs. 50000/- (for EMI all tenures)

Minimum Transaction Value: Rs. 50000/-

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Indian Coast Guard Rakshamah Bank of Baroda,,
"Get assured 300 Cashback (up to 20%) on transaction value above Rs.19,999 via MobiKwik UPI only (@ikwik / @mbkns). Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.","MobiKwik UPI Offer 

Offer Duration 



Offer valid till 31st March, 2026 



Offer Eligibility 



This offer is applicable when you Pay only on Croma.com & Tata Neu App on minimum transaction value of Rs 1999 & upto Rs 19,999 
Offer can be availed 1 time per user in a month. 
Offer is applicable on making payment on Croma using MobiKwik UPI only (@ikwik & @mbkns). 



Min Txn value 

Min Assured Cashback 

Rs 1999/- 

40/- 

Rs 9999/- 

150/- 

Rs 19999/- 

300/- 



Get upto Rs.500/- Cashback on transaction value of Rs.1999/- via MobiKwik UPI (@ikwik & @mbkns). 
Get upto 10% Cashback on transaction value of Rs.9999/- via MobiKwik UPI (@ikwik & @mbkns). 
Get upto 20% Cashback on transaction value of Rs.19999/- via MobiKwik UPI (@ikwik & @mbkns). 
Cashback can be claimed instantly through a scratch card on the MobiKwik app in the rewards section. 
All scratch cards issued from this offer will expire after 7 days post which no cashback will be extended to customer. 
Transactions made via Pocket UPI are not eligible for this offer. 
MobiKwik reserves its absolute right to withdraw and/or alter any terms and conditions of the offer at any time without prior notice. 
",https://www.croma.com/tc-mobikwik-upi-offer-2026,,,,Yes
"Get assured 150 Cashback (up to 10%) on transaction value above Rs.9,999 via MobiKwik UPI only (@ikwik / @mbkns). Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.","MobiKwik UPI Offer 

Offer Duration 



Offer valid till 31st March, 2026 



Offer Eligibility 



This offer is applicable when you Pay only on Croma.com & Tata Neu App on minimum transaction value of Rs 1999 & upto Rs 19,999 
Offer can be availed 1 time per user in a month. 
Offer is applicable on making payment on Croma using MobiKwik UPI only (@ikwik & @mbkns). 



Min Txn value 

Min Assured Cashback 

Rs 1999/- 

40/- 

Rs 9999/- 

150/- 

Rs 19999/- 

300/- 



Get upto Rs.500/- Cashback on transaction value of Rs.1999/- via MobiKwik UPI (@ikwik & @mbkns). 
Get upto 10% Cashback on transaction value of Rs.9999/- via MobiKwik UPI (@ikwik & @mbkns). 
Get upto 20% Cashback on transaction value of Rs.19999/- via MobiKwik UPI (@ikwik & @mbkns). 
Cashback can be claimed instantly through a scratch card on the MobiKwik app in the rewards section. 
All scratch cards issued from this offer will expire after 7 days post which no cashback will be extended to customer. 
Transactions made via Pocket UPI are not eligible for this offer. 
MobiKwik reserves its absolute right to withdraw and/or alter any terms and conditions of the offer at any time without prior notice. 
",https://www.croma.com/tc-mobikwik-upi-offer-2026,,,,Yes
"Get assured 40 Cashback (up to 500) on transaction value above Rs.1,999 via MobiKwik UPI only (@ikwik/@mbkns). Select offer under view all offer segment on payment page to avail the benefit. T&C Apply.","MobiKwik UPI Offer 

Offer Duration 



Offer valid till 31st March, 2026 



Offer Eligibility 



This offer is applicable when you Pay only on Croma.com & Tata Neu App on minimum transaction value of Rs 1999 & upto Rs 19,999 
Offer can be availed 1 time per user in a month. 
Offer is applicable on making payment on Croma using MobiKwik UPI only (@ikwik & @mbkns). 



Min Txn value 

Min Assured Cashback 

Rs 1999/- 

40/- 

Rs 9999/- 

150/- 

Rs 19999/- 

300/- 



Get upto Rs.500/- Cashback on transaction value of Rs.1999/- via MobiKwik UPI (@ikwik & @mbkns). 
Get upto 10% Cashback on transaction value of Rs.9999/- via MobiKwik UPI (@ikwik & @mbkns). 
Get upto 20% Cashback on transaction value of Rs.19999/- via MobiKwik UPI (@ikwik & @mbkns). 
Cashback can be claimed instantly through a scratch card on the MobiKwik app in the rewards section. 
All scratch cards issued from this offer will expire after 7 days post which no cashback will be extended to customer. 
Transactions made via Pocket UPI are not eligible for this offer. 
MobiKwik reserves its absolute right to withdraw and/or alter any terms and conditions of the offer at any time without prior notice. 
",https://www.croma.com/tc-mobikwik-upi-offer-2026,,,,Yes
